,id_funcionario,mes,pct_acum_mes_div_peso,pct_acum_acumulado_div_peso,pct_acum_fim_exer_div_peso,pct_ating_mes,pct_pts_mes,pct_acum_mes,pct_ating_acum,pct_pts_acumulado,pct_acum_acumulado,pct_ating_fim_exer,pct_pts_fim_exer,pct_acum_fim_exer
50489,7218.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
50631,2114.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
50753,1150.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
51166,6535.0,5.0,0.12,0.12,0.12,80.0,60.0,12.0,80.0,60.0,12.0,80.0,60.0,12.0
51508,7493.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
51559,403.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
51575,7623.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
51865,95.0,5.0,0.2,0.2,0.25,90.0,80.0,16.0,90.0,80.0,16.0,100.0,100.0,20.0
51880,863.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
51949,1304.0,5.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,12.0
52010,703.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
52201,1566.0,5.0,0.15,0.15,0.15,80.0,60.0,12.0,80.0,60.0,12.0,80.0,60.0,12.0
52599,6000.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
52646,4862.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
52667,3425.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
52805,3593.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53028,7302.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
53075,2878.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
53099,411.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
53433,1030.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
53446,2011.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53520,718.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53559,1037.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
53600,273.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53673,335.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53718,5549.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
53929,4659.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
54122,2654.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
54243,748.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
54282,2440.0,5.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,12.0
54471,5331.0,5.0,0.15,0.15,0.1875,90.0,80.0,12.0,90.0,80.0,12.0,100.0,100.0,15.0
54545,7221.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
54614,6153.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,12.0
54717,2509.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
54926,5467.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
55074,5384.0,5.0,0.0,0.25,0.25,0.0,0.0,0.0,100.0,100.0,20.0,100.0,100.0,20.0
55339,6113.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
55458,2872.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
55530,173.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
55631,2106.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
55690,2081.0,5.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
55998,5532.0,5.0,0.15,0.15,0.25,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
56057,6405.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
56159,6491.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
56229,6610.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
56232,1690.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
56235,4662.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
56438,7464.0,5.0,0.25,0.25,0.15,100.0,100.0,20.0,100.0,100.0,20.0,80.0,60.0,12.0
56518,683.0,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
56693,6622.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
56947,1995.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56977,4011.0,5.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
57063,2145.0,5.0,0.25,0.25,0.25,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
57135,3117.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
57265,5664.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
57279,405.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
57506,5077.0,5.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
57541,3508.0,5.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
57623,6673.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
57884,2683.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
57965,2074.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
58199,4568.0,5.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
58292,6786.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
58305,3358.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
58521,2596.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
58613,4988.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
58670,7162.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
58910,2909.0,5.0,0.1875,0.1875,0.1875,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
58923,1965.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
58941,7535.0,5.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
58953,6428.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59011,4470.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59129,6154.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59168,1425.0,5.0,0.5,0.0,0.5,100.0,100.0,20.0,0.0,0.0,0.0,100.0,100.0,20.0
59227,7193.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
59277,4346.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
59388,7489.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
59428,1709.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
59498,1196.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
59700,2792.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59735,5609.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59757,7498.0,5.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,12.0
59824,7304.0,5.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
59861,2881.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
59867,3605.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
60044,5855.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
60101,2426.0,5.0,0.3333333333333333,0.0,0.2,100.0,100.0,20.0,0.0,0.0,0.0,80.0,60.0,12.0
60289,3497.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
60432,259.0,5.0,0.3,0.3,0.5,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
60595,848.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
60829,7484.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
60937,6407.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
61020,6873.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
61069,142.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
61081,5989.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
61335,927.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
61371,426.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
61704,4137.0,5.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
61751,5186.0,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
61800,2835.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
62342,3550.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62363,6855.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
62382,1188.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62488,3800.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62504,159.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62565,2989.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62689,1162.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
62697,6133.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62759,3614.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
62787,3328.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
62912,120.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63039,493.0,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
63152,3313.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63227,4650.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
63269,2807.0,5.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63328,1768.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
63459,4515.0,5.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63568,1952.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63643,3213.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63682,13.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
63867,5661.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
63918,2796.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
64058,3662.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
64206,4945.0,5.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
64261,6196.0,5.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
64312,2850.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
64385,4563.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
64431,6238.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
64531,6009.0,5.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
64612,3205.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
64828,4529.0,5.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
64981,5110.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65202,5097.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65207,419.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65238,1161.0,5.0,0.12,0.12,0.2,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
65281,4385.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65293,1648.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65330,5167.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65349,2423.0,5.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,25.0
65363,5613.0,5.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65366,5649.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65416,3173.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65460,5966.0,5.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65499,5998.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65528,4187.0,5.0,0.2,0.2,0.25,90.0,80.0,16.0,90.0,80.0,16.0,100.0,100.0,20.0
65561,3765.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65577,4448.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65609,1191.0,5.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65701,4292.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65763,2884.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65773,874.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65803,5147.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65808,870.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65838,378.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65879,4549.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65899,929.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
65908,6011.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
65972,7225.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
66040,4440.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66076,4200.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66106,5203.0,5.0,0.18461538461538463,0.18461538461538463,0.3076923076923077,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
66132,219.0,5.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
66169,333.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66198,6434.0,5.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66221,5030.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
66359,5015.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66672,4495.0,5.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
66687,2475.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66906,4466.0,5.0,0.0,0.5,0.5,0.0,0.0,0.0,100.0,100.0,20.0,100.0,100.0,20.0
66979,204.0,5.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
66993,2883.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
67039,7409.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
67059,1309.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
67129,1593.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
67421,1805.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
67458,824.0,6.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
67841,6827.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
68095,750.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
68400,1513.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
68456,627.0,6.0,0.2,0.2,0.25,90.0,80.0,16.0,90.0,80.0,16.0,100.0,100.0,20.0
68609,1502.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
68684,6829.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
69284,719.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
69437,5434.0,6.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
69477,6992.0,6.0,0.3,0.3,0.5,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
70328,7311.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
70352,1509.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
70400,4812.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
70513,2673.0,6.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
70693,1674.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
70866,6324.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
70891,3651.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
71174,317.0,6.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
71329,4561.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
71546,7286.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
71713,2281.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
71779,6408.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
71816,5912.0,6.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
71887,1801.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
72103,2492.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
72175,1551.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
72337,6477.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
72721,1053.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
73017,985.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
73166,4360.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73212,7218.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
73375,2114.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
73467,1150.0,6.0,0.25,0.25,0.2,100.0,100.0,20.0,100.0,100.0,20.0,90.0,80.0,16.0
73867,6535.0,6.0,0.12,0.12,0.12,80.0,60.0,12.0,80.0,60.0,12.0,80.0,60.0,12.0
74159,7493.0,6.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
74205,403.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
74226,7623.0,6.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
74501,95.0,6.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
74516,863.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
74580,1304.0,6.0,0.25,0.0,0.15,100.0,100.0,20.0,0.0,0.0,0.0,80.0,60.0,12.0
74671,703.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
74837,1566.0,6.0,0.15,0.15,0.15,80.0,60.0,12.0,80.0,60.0,12.0,80.0,60.0,12.0
75178,6000.0,6.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
75240,4862.0,6.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
75251,3425.0,6.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
75374,3593.0,6.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
75572,7302.0,6.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
75625,2878.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
75644,411.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
75913,1030.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
